"st","year","series","value"
"NJ",2007,"rgdp",520898.3
"NJ",2008,"rgdp",534501.4
"NJ",2009,"rgdp",506850.7
"NJ",2010,"rgdp",513917.9
"NJ",2011,"rgdp",507604
"NJ",2012,"rgdp",517195.9
"NJ",2013,"rgdp",523725.8
"NJ",2014,"rgdp",522166.4
"NJ",2015,"rgdp",529953.7
"NJ",2016,"rgdp",535055.3
"NJ",2017,"rgdp",537045.1
"NJ",2018,"rgdp",550064.5
"NJ",2019,"rgdp",561842.8
"NJ",2020,"rgdp",535794.9
"NJ",2021,"rgdp",561782
"NM",2005,"rgdp",84034.4
"NM",2006,"rgdp",86058.4
"NM",2007,"rgdp",86738.8
"NM",2008,"rgdp",86965.2
"NM",2009,"rgdp",88069.9
"NM",2010,"rgdp",87610.3
"NM",2011,"rgdp",87592.9
"NM",2012,"rgdp",87925.2
"NM",2013,"rgdp",86856.6
"NM",2014,"rgdp",88991.2
"NM",2015,"rgdp",89701.3
"NM",2016,"rgdp",89151.4
"NM",2017,"rgdp",89032
"NM",2018,"rgdp",90999.4
"NM",2019,"rgdp",94872.3
"NM",2020,"rgdp",92696.5
"NM",2021,"rgdp",95012.2
"NY",2005,"rgdp",1168891.1
"NY",2006,"rgdp",1199276.9
"NY",2007,"rgdp",1208564.6
"NY",2008,"rgdp",1190080.9
"NY",2009,"rgdp",1230672.3
"NY",2010,"rgdp",1277466.8
"NY",2011,"rgdp",1279527.1
"NY",2012,"rgdp",1328233.5
"NY",2013,"rgdp",1329376.3
"NY",2014,"rgdp",1353410.4
"NY",2015,"rgdp",1373643
"NY",2016,"rgdp",1403230.5
"NY",2017,"rgdp",1419583.6
"NY",2018,"rgdp",1457995.8
"NY",2019,"rgdp",1494736.4
"NY",2020,"rgdp",1420141
"NY",2021,"rgdp",1491809.3
"NC",2005,"rgdp",409003.9
"NC",2006,"rgdp",434209.2
"NC",2007,"rgdp",438960.1
"NC",2008,"rgdp",450538
"NC",2009,"rgdp",431955.3
"NC",2010,"rgdp",437836.5
"NC",2011,"rgdp",443288.7
"NC",2012,"rgdp",445095.3
"NC",2013,"rgdp",452056.2
"NC",2014,"rgdp",462253.1
"NC",2015,"rgdp",475096.6
"NC",2016,"rgdp",482968.9
"NC",2017,"rgdp",496726.5
"NC",2018,"rgdp",504049.5
"NC",2019,"rgdp",514624.9
"NC",2020,"rgdp",499517.5
"NC",2021,"rgdp",533089.8
"ND",2005,"rgdp",29345.2
"ND",2006,"rgdp",30590.1
"ND",2007,"rgdp",32022.2
"ND",2008,"rgdp",34256.4
"ND",2009,"rgdp",35244.4
"ND",2010,"rgdp",37917.2
"ND",2011,"rgdp",42340.8
"ND",2012,"rgdp",51832.6
"ND",2013,"rgdp",52892.4
"ND",2014,"rgdp",57790
"ND",2015,"rgdp",56542.4
"ND",2016,"rgdp",52974.6
"ND",2017,"rgdp",54083.1
"ND",2018,"rgdp",55884
"ND",2019,"rgdp",56247
"ND",2020,"rgdp",54581.1
"ND",2021,"rgdp",55730
"OH",2005,"rgdp",545968.7
"OH",2006,"rgdp",545504.1
"OH",2007,"rgdp",546729.3
"OH",2008,"rgdp",537124.1
"OH",2009,"rgdp",511076.5
"OH",2010,"rgdp",523979.4
"OH",2011,"rgdp",541180.2
"OH",2012,"rgdp",545740.1
"OH",2013,"rgdp",556210.5
"OH",2014,"rgdp",574177.9
"OH",2015,"rgdp",578852.4
"OH",2016,"rgdp",583946.4
"OH",2017,"rgdp",590738.9
"OH",2018,"rgdp",598917.1
"OH",2019,"rgdp",611145.8
"OH",2020,"rgdp",589897.7
"OH",2021,"rgdp",615416.1
"OK",2005,"rgdp",143471.1
"OK",2006,"rgdp",152857.7
"OK",2007,"rgdp",156219.5
"OK",2008,"rgdp",162387
"OK",2009,"rgdp",160091.6
"OK",2010,"rgdp",160564.2
"OK",2011,"rgdp",166327.2
"OK",2012,"rgdp",174874.4
"OK",2013,"rgdp",177698.9
"OK",2014,"rgdp",189360
"OK",2015,"rgdp",197071.9
"OK",2016,"rgdp",193025.1
"OK",2017,"rgdp",194256
"OK",2018,"rgdp",197358.3
"OK",2019,"rgdp",200710.9
"OK",2020,"rgdp",190893.8
"OK",2021,"rgdp",195072.7
"OR",2005,"rgdp",158163.4
"OR",2006,"rgdp",166107.2
"OR",2007,"rgdp",168975.1
"OR",2008,"rgdp",173598.5
"OR",2009,"rgdp",165527.2
"OR",2010,"rgdp",169234
"OR",2011,"rgdp",173831.7
"OR",2012,"rgdp",174611
"OR",2013,"rgdp",175933.8
"OR",2014,"rgdp",181220.6
"OR",2015,"rgdp",189946.5
"OR",2016,"rgdp",198079.3
"OR",2017,"rgdp",205744.8
"OR",2018,"rgdp",215208.8
"OR",2019,"rgdp",219458.2
"OR",2020,"rgdp",212849.7
"OR",2021,"rgdp",224428.6
"PA",2005,"rgdp",594855.1
"PA",2006,"rgdp",597219.2
"PA",2007,"rgdp",617309.9
"PA",2008,"rgdp",629807.9
"PA",2009,"rgdp",610147.9
"PA",2010,"rgdp",627726.3
"PA",2011,"rgdp",637114
"PA",2012,"rgdp",647925.9
"PA",2013,"rgdp",655929.2
"PA",2014,"rgdp",669643.1
"PA",2015,"rgdp",682466.1
"PA",2016,"rgdp",688359.4
"PA",2017,"rgdp",694236.5
"PA",2018,"rgdp",703946
"PA",2019,"rgdp",716173.4
"PA",2020,"rgdp",683773.9
"PA",2021,"rgdp",713690.7
"RI",2005,"rgdp",51369.7
"RI",2006,"rgdp",52899.6
"RI",2007,"rgdp",51469.1
"RI",2008,"rgdp",50575.2
"RI",2009,"rgdp",50004.3
"RI",2010,"rgdp",51332.8
"RI",2011,"rgdp",51279.6
"RI",2012,"rgdp",51583
"RI",2013,"rgdp",51910.8
"RI",2014,"rgdp",52293.4
"RI",2015,"rgdp",52819.1
"RI",2016,"rgdp",52902.6
"RI",2017,"rgdp",52608.8
"RI",2018,"rgdp",52493.8
"RI",2019,"rgdp",53225
"RI",2020,"rgdp",51415.1
"RI",2021,"rgdp",54222.6
"SC",2005,"rgdp",169488.5
"SC",2006,"rgdp",173370.9
"SC",2007,"rgdp",178474.6
"SC",2008,"rgdp",176567.6
"SC",2009,"rgdp",168851.8
"SC",2010,"rgdp",172131
"SC",2011,"rgdp",176083.2
"SC",2012,"rgdp",177618.1
"SC",2013,"rgdp",180881.6
"SC",2014,"rgdp",185986.9
"SC",2015,"rgdp",192019.9
"SC",2016,"rgdp",198005.7
"SC",2017,"rgdp",202494.3
"SC",2018,"rgdp",207772.7
"SC",2019,"rgdp",212482.8
"SC",2020,"rgdp",208480.5
"SC",2021,"rgdp",220689
"SD",2005,"rgdp",35842.2
"SD",2006,"rgdp",36350.8
"SD",2007,"rgdp",37755.9
"SD",2008,"rgdp",39080.8
"SD",2009,"rgdp",39987.3
"SD",2010,"rgdp",40369.6
"SD",2011,"rgdp",43049.5
"SD",2012,"rgdp",43901.5
"SD",2013,"rgdp",44147.4
"SD",2014,"rgdp",44846.5
"SD",2015,"rgdp",45664.5
"SD",2016,"rgdp",46076
"SD",2017,"rgdp",45878.2
"SD",2018,"rgdp",46454.1
"SD",2019,"rgdp",46641
"SD",2020,"rgdp",46682.7
"SD",2021,"rgdp",48979.2
"TN",2005,"rgdp",268391.7
"TN",2006,"rgdp",274879.2
"TN",2007,"rgdp",273224
"TN",2008,"rgdp",274571.1
"TN",2009,"rgdp",264737.1
"TN",2010,"rgdp",268449.8
"TN",2011,"rgdp",276898.3
"TN",2012,"rgdp",286341.5
"TN",2013,"rgdp",289794.6
"TN",2014,"rgdp",294130.1
"TN",2015,"rgdp",304484.2
"TN",2016,"rgdp",310143.2
"TN",2017,"rgdp",318412
"TN",2018,"rgdp",322648.5
"TN",2019,"rgdp",329111.6
"TN",2020,"rgdp",316325.3
"TN",2021,"rgdp",343448.4
"TX",2005,"rgdp",1141373.7
"TX",2006,"rgdp",1228547.3
"TX",2007,"rgdp",1286192.7
"TX",2008,"rgdp",1282088.7
"TX",2009,"rgdp",1277295.4
"TX",2010,"rgdp",1309962.4
"TX",2011,"rgdp",1353600.4
"TX",2012,"rgdp",1421180.1
"TX",2013,"rgdp",1484700.1
"TX",2014,"rgdp",1529617.1
"TX",2015,"rgdp",1605901.7
"TX",2016,"rgdp",1619954.2
"TX",2017,"rgdp",1664218.5
"TX",2018,"rgdp",1729286.6
"TX",2019,"rgdp",1785317.9
"TX",2020,"rgdp",1734321.1
"TX",2021,"rgdp",1831362.4
"UT",2005,"rgdp",110046.4
"UT",2006,"rgdp",118482.3
"UT",2007,"rgdp",123835.3
"UT",2008,"rgdp",124225.5
"UT",2009,"rgdp",121431.4
"UT",2010,"rgdp",123902.2
"UT",2011,"rgdp",127992.5
"UT",2012,"rgdp",129512.5
"UT",2013,"rgdp",133112.9
"UT",2014,"rgdp",136993.7
"UT",2015,"rgdp",141720.5
"UT",2016,"rgdp",147962.3
"UT",2017,"rgdp",154367.3
"UT",2018,"rgdp",163327
"UT",2019,"rgdp",171134.7
"UT",2020,"rgdp",171370.1
"UT",2021,"rgdp",182881.3
"VT",2005,"rgdp",26995.6
"VT",2006,"rgdp",27128.8
"VT",2007,"rgdp",26886.7
"VT",2008,"rgdp",27758.4
"VT",2009,"rgdp",27222
"VT",2010,"rgdp",28403.7
"VT",2011,"rgdp",29013.5
"VT",2012,"rgdp",29241.3
"VT",2013,"rgdp",28681.5
"VT",2014,"rgdp",28912.2
"VT",2015,"rgdp",29119
"VT",2016,"rgdp",29408.1
"VT",2017,"rgdp",29500.9
"VT",2018,"rgdp",29616.4
"VT",2019,"rgdp",29902.8
"VT",2020,"rgdp",28648.5
"VT",2021,"rgdp",29653.8
"VA",2005,"rgdp",412084.6
"VA",2006,"rgdp",419870.6
"VA",2007,"rgdp",424939.5
"VA",2008,"rgdp",431216.7
"VA",2009,"rgdp",427648.9
"VA",2010,"rgdp",441242.4
"VA",2011,"rgdp",444288
"VA",2012,"rgdp",445973.6
"VA",2013,"rgdp",449063.8
"VA",2014,"rgdp",447678.1
"VA",2015,"rgdp",455162.4
"VA",2016,"rgdp",459965.8
"VA",2017,"rgdp",466724.8
"VA",2018,"rgdp",477819.8
"VA",2019,"rgdp",487251.6
"VA",2020,"rgdp",473817.5
"VA",2021,"rgdp",492625.7
"WA",2005,"rgdp",340428
"WA",2006,"rgdp",353263.5
"WA",2007,"rgdp",373180.6
"WA",2008,"rgdp",381289.9
"WA",2009,"rgdp",370136.6
"WA",2010,"rgdp",380989.5
"WA",2011,"rgdp",387745.2
"WA",2012,"rgdp",400530.6
"WA",2013,"rgdp",410873.9
"WA",2014,"rgdp",424467.6
"WA",2015,"rgdp",441952.1
"WA",2016,"rgdp",458263.8
"WA",2017,"rgdp",482824.1
"WA",2018,"rgdp",515629.9
"WA",2019,"rgdp",535980.5
"WA",2020,"rgdp",532861.9
"WA",2021,"rgdp",568302.8
"WV",2005,"rgdp",65678.4
"WV",2006,"rgdp",66861.4
"WV",2007,"rgdp",67119.1
"WV",2008,"rgdp",68483.9
"WV",2009,"rgdp",68191.8
"WV",2010,"rgdp",69153.5
"WV",2011,"rgdp",70361.3
"WV",2012,"rgdp",70322.2
"WV",2013,"rgdp",70550.1
"WV",2014,"rgdp",70532.5
"WV",2015,"rgdp",70663
"WV",2016,"rgdp",70011.4
"WV",2017,"rgdp",71459.4
"WV",2018,"rgdp",73114.2
"WV",2019,"rgdp",72542.9
"WV",2020,"rgdp",69711.6
"WV",2021,"rgdp",72481.5
"WI",2005,"rgdp",263698.6
"WI",2006,"rgdp",268246.4
"WI",2007,"rgdp",269933.6
"WI",2008,"rgdp",266626.9
"WI",2009,"rgdp",258761.2
"WI",2010,"rgdp",266830.8
"WI",2011,"rgdp",272813.2
"WI",2012,"rgdp",277107.1
"WI",2013,"rgdp",278015
"WI",2014,"rgdp",283981.1
"WI",2015,"rgdp",289077
"WI",2016,"rgdp",291920.3
"WI",2017,"rgdp",292311.2
"WI",2018,"rgdp",299416
"WI",2019,"rgdp",303891.2
"WI",2020,"rgdp",291715.8
"WI",2021,"rgdp",302781.5
"WY",2005,"rgdp",33484
"WY",2006,"rgdp",37813.4
"WY",2007,"rgdp",40632.2
"WY",2008,"rgdp",42868.2
"WY",2009,"rgdp",41546.4
"WY",2010,"rgdp",40056.6
"WY",2011,"rgdp",39767.9
"WY",2012,"rgdp",38855.4
"WY",2013,"rgdp",38849.6
"WY",2014,"rgdp",39559.4
"WY",2015,"rgdp",40418.2
"WY",2016,"rgdp",38188.7
"WY",2017,"rgdp",37429.1
"WY",2018,"rgdp",37987.9
"WY",2019,"rgdp",38628.4
"WY",2020,"rgdp",36256.7
"WY",2021,"rgdp",36660.9
"AL",2005,"pcpi",29949
"AL",2006,"pcpi",31474
"AL",2007,"pcpi",32739
"AL",2008,"pcpi",33583
"AL",2009,"pcpi",32769
"AL",2010,"pcpi",33946
"AL",2011,"pcpi",35010
"AL",2012,"pcpi",35824
"AL",2013,"pcpi",36014
"AL",2014,"pcpi",37055
"AL",2015,"pcpi",38531
"AL",2016,"pcpi",39014
"AL",2017,"pcpi",40252
"AL",2018,"pcpi",41607
"AL",2019,"pcpi",43157
"AL",2020,"pcpi",45524
"AL",2021,"pcpi",48608
"AK",2005,"pcpi",39075
"AK",2006,"pcpi",41157
"AK",2007,"pcpi",43906
"AK",2008,"pcpi",47869
"AK",2009,"pcpi",47258
"AK",2010,"pcpi",49652
"AK",2011,"pcpi",52569
"AK",2012,"pcpi",53708
"AK",2013,"pcpi",52812
"AK",2014,"pcpi",55867
"AK",2015,"pcpi",57575
"AK",2016,"pcpi",56278
"AK",2017,"pcpi",57278
"AK",2018,"pcpi",59783
"AK",2019,"pcpi",61639
"AK",2020,"pcpi",63391
"AK",2021,"pcpi",67138
"AZ",2005,"pcpi",32327
"AZ",2006,"pcpi",34703
"AZ",2007,"pcpi",35872
"AZ",2008,"pcpi",35748
"AZ",2009,"pcpi",33524
"AZ",2010,"pcpi",33876
"AZ",2011,"pcpi",35321
"AZ",2012,"pcpi",36545
"AZ",2013,"pcpi",37139
"AZ",2014,"pcpi",38756
"AZ",2015,"pcpi",40334
"AZ",2016,"pcpi",41473
"AZ",2017,"pcpi",43301
"AZ",2018,"pcpi",45299
"AZ",2019,"pcpi",47242
"AZ",2020,"pcpi",51332
"AZ",2021,"pcpi",54301
"AR",2005,"pcpi",28227
"AR",2006,"pcpi",29617
"AR",2007,"pcpi",31303
"AR",2008,"pcpi",32306
"AR",2009,"pcpi",31472
"AR",2010,"pcpi",32372
"AR",2011,"pcpi",34279
"AR",2012,"pcpi",36582
"AR",2013,"pcpi",36677
"AR",2014,"pcpi",38749
"AR",2015,"pcpi",39968
"AR",2016,"pcpi",40873
"AR",2017,"pcpi",42056
"AR",2018,"pcpi",43661
"AR",2019,"pcpi",45037
"AR",2020,"pcpi",47522
"AR",2021,"pcpi",51148
"CA",2005,"pcpi",38932
"CA",2006,"pcpi",41746
"CA",2007,"pcpi",43385
"CA",2008,"pcpi",43567
"CA",2009,"pcpi",41689
"CA",2010,"pcpi",43246
"CA",2011,"pcpi",45557
"CA",2012,"pcpi",48121
"CA",2013,"pcpi",48502
"CA",2014,"pcpi",51266
"CA",2015,"pcpi",54546
"CA",2016,"pcpi",56560
"CA",2017,"pcpi",58813
"CA",2018,"pcpi",61509
"CA",2019,"pcpi",64333
"CA",2020,"pcpi",69958
"CA",2021,"pcpi",76386
"CO",2005,"pcpi",37797
"CO",2006,"pcpi",40137
"CO",2007,"pcpi",42074
"CO",2008,"pcpi",42953
"CO",2009,"pcpi",40093
"CO",2010,"pcpi",40790
"CO",2011,"pcpi",43658
"CO",2012,"pcpi",45630
"CO",2013,"pcpi",47404
"CO",2014,"pcpi",50797
"CO",2015,"pcpi",52339
"CO",2016,"pcpi",52390
"CO",2017,"pcpi",55294
"CO",2018,"pcpi",58471
"CO",2019,"pcpi",61087
"CO",2020,"pcpi",64034
"CO",2021,"pcpi",69016
"CT",2005,"pcpi",49738
"CT",2006,"pcpi",53696
"CT",2007,"pcpi",57684
"CT",2008,"pcpi",60970
"CT",2009,"pcpi",59684
"CT",2010,"pcpi",61743
"CT",2011,"pcpi",63132
"CT",2012,"pcpi",64121
"CT",2013,"pcpi",62647
"CT",2014,"pcpi",65498
"CT",2015,"pcpi",67321
"CT",2016,"pcpi",68680
"CT",2017,"pcpi",70163
"CT",2018,"pcpi",73176
"CT",2019,"pcpi",74930
"CT",2020,"pcpi",77664
"CT",2021,"pcpi",82082
"DE",2005,"pcpi",39370
"DE",2006,"pcpi",41053
"DE",2007,"pcpi",41733
"DE",2008,"pcpi",40894
"DE",2009,"pcpi",40856
"DE",2010,"pcpi",40942
"DE",2011,"pcpi",43962
"DE",2012,"pcpi",44070
"DE",2013,"pcpi",44404
"DE",2014,"pcpi",46015
"DE",2015,"pcpi",47868
"DE",2016,"pcpi",48734
"DE",2017,"pcpi",50516
"DE",2018,"pcpi",52839
"DE",2019,"pcpi",53539
"DE",2020,"pcpi",55810
"DE",2021,"pcpi",59002
"FL",2005,"pcpi",35999
"FL",2006,"pcpi",38386
"FL",2007,"pcpi",39594
"FL",2008,"pcpi",39401
"FL",2009,"pcpi",36818
"FL",2010,"pcpi",38872
"FL",2011,"pcpi",40517
"FL",2012,"pcpi",41540
"FL",2013,"pcpi",41162
"FL",2014,"pcpi",43516
"FL",2015,"pcpi",45659
"FL",2016,"pcpi",46454
"FL",2017,"pcpi",49020
"FL",2018,"pcpi",51444
"FL",2019,"pcpi",53375
"FL",2020,"pcpi",56096
"FL",2021,"pcpi",60761
"GA",2005,"pcpi",33445
"GA",2006,"pcpi",34791
"GA",2007,"pcpi",35680
"GA",2008,"pcpi",35438
"GA",2009,"pcpi",34274
"GA",2010,"pcpi",34829
"GA",2011,"pcpi",36842
"GA",2012,"pcpi",37495
"GA",2013,"pcpi",37794
"GA",2014,"pcpi",39969
"GA",2015,"pcpi",41941
"GA",2016,"pcpi",43033
"GA",2017,"pcpi",44996
"GA",2018,"pcpi",46824
"GA",2019,"pcpi",48697
"GA",2020,"pcpi",51704
"GA",2021,"pcpi",55289
"HI",2005,"pcpi",36375
"HI",2006,"pcpi",38480
"HI",2007,"pcpi",40490
"HI",2008,"pcpi",41969
"HI",2009,"pcpi",41082
"HI",2010,"pcpi",41574
"HI",2011,"pcpi",42809
"HI",2012,"pcpi",43812
"HI",2013,"pcpi",43931
"HI",2014,"pcpi",46044
"HI",2015,"pcpi",47777
"HI",2016,"pcpi",49122
"HI",2017,"pcpi",51055
"HI",2018,"pcpi",52174
"HI",2019,"pcpi",53888
"HI",2020,"pcpi",56840
"HI",2021,"pcpi",60389
"ID",2005,"pcpi",29392
"ID",2006,"pcpi",31476
"ID",2007,"pcpi",32707
"ID",2008,"pcpi",32841
"ID",2009,"pcpi",31281
"ID",2010,"pcpi",32097
"ID",2011,"pcpi",33579
"ID",2012,"pcpi",35110
"ID",2013,"pcpi",36095
"ID",2014,"pcpi",37680
"ID",2015,"pcpi",39386
"ID",2016,"pcpi",40098
"ID",2017,"pcpi",41560
"ID",2018,"pcpi",43356
"ID",2019,"pcpi",45261
"ID",2020,"pcpi",48208
"ID",2021,"pcpi",51379
"IL",2005,"pcpi",37975
"IL",2006,"pcpi",40365
"IL",2007,"pcpi",42513
"IL",2008,"pcpi",43460
"IL",2009,"pcpi",41180
"IL",2010,"pcpi",42278
"IL",2011,"pcpi",44194
"IL",2012,"pcpi",46029
"IL",2013,"pcpi",47047
"IL",2014,"pcpi",49238
"IL",2015,"pcpi",51443
"IL",2016,"pcpi",52036
"IL",2017,"pcpi",53645
"IL",2018,"pcpi",56512
"IL",2019,"pcpi",58273
"IL",2020,"pcpi",61957
"IL",2021,"pcpi",67095
"IN",2005,"pcpi",31566
"IN",2006,"pcpi",33123
"IN",2007,"pcpi",34055
"IN",2008,"pcpi",35408
"IN",2009,"pcpi",34267
"IN",2010,"pcpi",35695
"IN",2011,"pcpi",37799
"IN",2012,"pcpi",39433
"IN",2013,"pcpi",39766
"IN",2014,"pcpi",41188
"IN",2015,"pcpi",42667
"IN",2016,"pcpi",43645
"IN",2017,"pcpi",45116
"IN",2018,"pcpi",47100
"IN",2019,"pcpi",48757
"IN",2020,"pcpi",51691
"IN",2021,"pcpi",56153
"IA",2005,"pcpi",32621
"IA",2006,"pcpi",34448
"IA",2007,"pcpi",36680
"IA",2008,"pcpi",38703
"IA",2009,"pcpi",37286
"IA",2010,"pcpi",38312
"IA",2011,"pcpi",41036
"IA",2012,"pcpi",42873
"IA",2013,"pcpi",43439
"IA",2014,"pcpi",44699
"IA",2015,"pcpi",46104
"IA",2016,"pcpi",46291
"IA",2017,"pcpi",47286
"IA",2018,"pcpi",49212
"IA",2019,"pcpi",50149
"IA",2020,"pcpi",53057
"IA",2021,"pcpi",56973
"KS",2005,"pcpi",32545
"KS",2006,"pcpi",35690
"KS",2007,"pcpi",38057
"KS",2008,"pcpi",41257
"KS",2009,"pcpi",39431
"KS",2010,"pcpi",39960
"KS",2011,"pcpi",43015
"KS",2012,"pcpi",45294
"KS",2013,"pcpi",46174
"KS",2014,"pcpi",47013
"KS",2015,"pcpi",47332
"KS",2016,"pcpi",47326
"KS",2017,"pcpi",48756
"KS",2018,"pcpi",50811
"KS",2019,"pcpi",52820
"KS",2020,"pcpi",55677
"KS",2021,"pcpi",59324
"KY",2005,"pcpi",29241
"KY",2006,"pcpi",30660
"KY",2007,"pcpi",31728
"KY",2008,"pcpi",33002
"KY",2009,"pcpi",32397
"KY",2010,"pcpi",33409
"KY",2011,"pcpi",34799
"KY",2012,"pcpi",35875
"KY",2013,"pcpi",36058
"KY",2014,"pcpi",37645
"KY",2015,"pcpi",39232
"KY",2016,"pcpi",39750
"KY",2017,"pcpi",40770
"KY",2018,"pcpi",41977
"KY",2019,"pcpi",43629
"KY",2020,"pcpi",47058
"KY",2021,"pcpi",50699
"LA",2005,"pcpi",30139
"LA",2006,"pcpi",33850
"LA",2007,"pcpi",36432
"LA",2008,"pcpi",38522
"LA",2009,"pcpi",36930
"LA",2010,"pcpi",38242
"LA",2011,"pcpi",39124
"LA",2012,"pcpi",41003
"LA",2013,"pcpi",41376
"LA",2014,"pcpi",43085
"LA",2015,"pcpi",43113
"LA",2016,"pcpi",42725
"LA",2017,"pcpi",44074
"LA",2018,"pcpi",46062
"LA",2019,"pcpi",47606
"LA",2020,"pcpi",50810
"LA",2021,"pcpi",54435
"ME",2005,"pcpi",32925
"ME",2006,"pcpi",34451
"ME",2007,"pcpi",35686
"ME",2008,"pcpi",37163
"ME",2009,"pcpi",37157
"ME",2010,"pcpi",38106
"ME",2011,"pcpi",39690
"ME",2012,"pcpi",40411
"ME",2013,"pcpi",40329
"ME",2014,"pcpi",41797
"ME",2015,"pcpi",43672
"ME",2016,"pcpi",44740
"ME",2017,"pcpi",46421
"ME",2018,"pcpi",48220
"ME",2019,"pcpi",49986
"ME",2020,"pcpi",53728
"ME",2021,"pcpi",57159
"MD",2005,"pcpi",43515
"MD",2006,"pcpi",45576
"MD",2007,"pcpi",47327
"MD",2008,"pcpi",49186
"MD",2009,"pcpi",48448
"MD",2010,"pcpi",49668
"MD",2011,"pcpi",51845
"MD",2012,"pcpi",52787
"MD",2013,"pcpi",52249
"MD",2014,"pcpi",53659
"MD",2015,"pcpi",55825
"MD",2016,"pcpi",57632
"MD",2017,"pcpi",59183
"MD",2018,"pcpi",60630
"MD",2019,"pcpi",61879
"MD",2020,"pcpi",65534
"MD",2021,"pcpi",69266
"MA",2005,"pcpi",44371
"MA",2006,"pcpi",47750
"MA",2007,"pcpi",50085
"MA",2008,"pcpi",51810
"MA",2009,"pcpi",50772
"MA",2010,"pcpi",52894
"MA",2011,"pcpi",54812
"MA",2012,"pcpi",56669
"MA",2013,"pcpi",56628
"MA",2014,"pcpi",58924
"MA",2015,"pcpi",62376
"MA",2016,"pcpi",64295
"MA",2017,"pcpi",66625
"MA",2018,"pcpi",69517
"MA",2019,"pcpi",72202
"MA",2020,"pcpi",77021
"MA",2021,"pcpi",82475
"MI",2005,"pcpi",32946
"MI",2006,"pcpi",33812
"MI",2007,"pcpi",34929
"MI",2008,"pcpi",35969
"MI",2009,"pcpi",34307
"MI",2010,"pcpi",35760
"MI",2011,"pcpi",37781
"MI",2012,"pcpi",39266
"MI",2013,"pcpi",39566
"MI",2014,"pcpi",41207
"MI",2015,"pcpi",43425
"MI",2016,"pcpi",44527
"MI",2017,"pcpi",45648
"MI",2018,"pcpi",47314
"MI",2019,"pcpi",48820
"MI",2020,"pcpi",52724
"MI",2021,"pcpi",55551
"MN",2005,"pcpi",38065
"MN",2006,"pcpi",39667
"MN",2007,"pcpi",41655
"MN",2008,"pcpi",43161
"MN",2009,"pcpi",41079
"MN",2010,"pcpi",42724
"MN",2011,"pcpi",45323
"MN",2012,"pcpi",47726
"MN",2013,"pcpi",47838
"MN",2014,"pcpi",49967
"MN",2015,"pcpi",51985
"MN",2016,"pcpi",52596
"MN",2017,"pcpi",54317
"MN",2018,"pcpi",56568
"MN",2019,"pcpi",57946
"MN",2020,"pcpi",61464
"MN",2021,"pcpi",65486
"MS",2005,"pcpi",26835
"MS",2006,"pcpi",27981
"MS",2007,"pcpi",29554
"MS",2008,"pcpi",30785
"MS",2009,"pcpi",30157
"MS",2010,"pcpi",31287
"MS",2011,"pcpi",32546
"MS",2012,"pcpi",33657
"MS",2013,"pcpi",34259
"MS",2014,"pcpi",34896
"MS",2015,"pcpi",35533
"MS",2016,"pcpi",36021
"MS",2017,"pcpi",36907
"MS",2018,"pcpi",37927
"MS",2019,"pcpi",39184
"MS",2020,"pcpi",42270
"MS",2021,"pcpi",45438
"MO",2005,"pcpi",32467
"MO",2006,"pcpi",34119
"MO",2007,"pcpi",35502
"MO",2008,"pcpi",37312
"MO",2009,"pcpi",36385
"MO",2010,"pcpi",37118
"MO",2011,"pcpi",38533
"MO",2012,"pcpi",40317
"MO",2013,"pcpi",40569
"MO",2014,"pcpi",41963
"MO",2015,"pcpi",43322
"MO",2016,"pcpi",44410
"MO",2017,"pcpi",45376
"MO",2018,"pcpi",47230
"MO",2019,"pcpi",48922
"MO",2020,"pcpi",51673
"MO",2021,"pcpi",55159
"MT",2005,"pcpi",30074
"MT",2006,"pcpi",32193
"MT",2007,"pcpi",34183
"MT",2008,"pcpi",35792
"MT",2009,"pcpi",34689
"MT",2010,"pcpi",36393
"MT",2011,"pcpi",38558
"MT",2012,"pcpi",40701
"MT",2013,"pcpi",40674
"MT",2014,"pcpi",42494
"MT",2015,"pcpi",43941
"MT",2016,"pcpi",44063
"MT",2017,"pcpi",46101
"MT",2018,"pcpi",47808
"MT",2019,"pcpi",49851
"MT",2020,"pcpi",53085
"MT",2021,"pcpi",56672
"NE",2005,"pcpi",34666
"NE",2006,"pcpi",36019
"NE",2007,"pcpi",38531
"NE",2008,"pcpi",40535
"NE",2009,"pcpi",39535
"NE",2010,"pcpi",41248
"NE",2011,"pcpi",45674
"NE",2012,"pcpi",46670
"NE",2013,"pcpi",46653
"NE",2014,"pcpi",48957
"NE",2015,"pcpi",50556
"NE",2016,"pcpi",49360
"NE",2017,"pcpi",50204
"NE",2018,"pcpi",52023
"NE",2019,"pcpi",53419
"NE",2020,"pcpi",56869
"NE",2021,"pcpi",62095
"NV",2005,"pcpi",38109
"NV",2006,"pcpi",39767
"NV",2007,"pcpi",40212
"NV",2008,"pcpi",38836
"NV",2009,"pcpi",36231
"NV",2010,"pcpi",37494
"NV",2011,"pcpi",38777
"NV",2012,"pcpi",39909
"NV",2013,"pcpi",39664
"NV",2014,"pcpi",41773
"NV",2015,"pcpi",44493
"NV",2016,"pcpi",45450
"NV",2017,"pcpi",47542
"NV",2018,"pcpi",49737
"NV",2019,"pcpi",51785
"NV",2020,"pcpi",54137
